Number of Animals,YEAR,MONTH,OutcomeType,OutcomeSubtype
14,2012,3,ADOPTION,FOSTER
15,2012,3,ADOPTION,FRIEND
10,2012,3,ADOPTION,INTERNET
6,2012,3,ADOPTION,PROMO
9,2012,3,ADOPTION,PRV ADOPT
16,2012,3,ADOPTION,PS HURST
12,2012,3,ADOPTION,REFERRAL
3,2012,3,ADOPTION,TV OTHER
9,2012,3,ADOPTION,TV WHAS
50,2012,3,ADOPTION,WALK IN
3,2012,3,ADOPTION,WEB METRO
31,2012,3,ADOPTION,WEB PF
1,2012,3,ADOPTION,WEB PH
2,2012,3,DIED,
3,2012,3,DIED,ENROUTE
9,2012,3,DIED,IN FOSTER
2,2012,3,DISPOSAL,
4,2012,3,DISPOSAL,DEAD ARRIV
1,2012,3,EUTH,BEHAV HIST
56,2012,3,EUTH,BEHAV OBSV
30,2012,3,EUTH,CONTAG DIS
114,2012,3,EUTH,MEDICAL
78,2012,3,EUTH,REQUESTED
14,2012,3,EUTH,TIME/SPACE
2,2012,3,EUTH,TOO OLD
15,2012,3,FOSTER,
3,2012,3,FOSTER,BEHAV OBSV
5,2012,3,FOSTER,MEDICAL
3,2012,3,FOSTER,PREGNANT
4,2012,3,FOSTER,RES WAGON
1,2012,3,FOSTER,RESCUE GRP
20,2012,3,FOSTER,TIME/SPACE
24,2012,3,FOSTER,TOO YOUNG
5,2012,3,MISSING,
1,2012,3,MISSING,IN KENNEL
1,2012,3,MISSING EX,
70,2012,3,RTO,
11,2012,3,RTO,IN FIELD
3,2012,3,TRANSFER,
41,2012,3,TRANSFER,KHS
14,2012,3,TRANSFER,RES WAGGIN
128,2012,3,TRANSFER,RESCUE GRP
2,2012,3,TRANSFER,TNR
9,2012,3,TRANSFER,WILDLIFE
2,2012,4,ADOPTION,
3,2012,4,ADOPTION,3RD PARTY
2,2012,4,ADOPTION,EVENT
13,2012,4,ADOPTION,FOSTER
22,2012,4,ADOPTION,FRIEND
6,2012,4,ADOPTION,INTERNET
2,2012,4,ADOPTION,NEWSLETTER
2,2012,4,ADOPTION,PROMO
18,2012,4,ADOPTION,PRV ADOPT
6,2012,4,ADOPTION,PS HURST
6,2012,4,ADOPTION,REFERRAL
1,2012,4,ADOPTION,TV WHAS
63,2012,4,ADOPTION,WALK IN
1,2012,4,ADOPTION,WEB METRO
25,2012,4,ADOPTION,WEB PF
2,2012,4,DIED,
1,2012,4,DIED,AT VET
1,2012,4,DIED,ENROUTE
7,2012,4,DIED,IN FOSTER
3,2012,4,DIED,IN KENNEL
3,2012,4,DISPOSAL,
9,2012,4,DISPOSAL,DEAD ARRIV
3,2012,4,EUTH,BEHAV HIST
48,2012,4,EUTH,BEHAV OBSV
70,2012,4,EUTH,CONTAG DIS
1,2012,4,EUTH,FERAL
60,2012,4,EUTH,MEDICAL
91,2012,4,EUTH,REQUESTED
24,2012,4,EUTH,TIME/SPACE
1,2012,4,EUTH,TOO OLD
13,2012,4,EUTH,TOO YOUNG
14,2012,4,FOSTER,
3,2012,4,FOSTER,BEHAV OBSV
7,2012,4,FOSTER,MEDICAL
33,2012,4,FOSTER,TIME/SPACE
38,2012,4,FOSTER,TOO YOUNG
1,2012,4,MISSING,
1,2012,4,MISSING,IN FOSTER
1,2012,4,MISSING EX,IN KENNEL
80,2012,4,RTO,
17,2012,4,RTO,IN FIELD
1,2012,4,TRANSFER,
63,2012,4,TRANSFER,KHS
182,2012,4,TRANSFER,RESCUE GRP
8,2012,4,TRANSFER,TNR
18,2012,4,TRANSFER,WILDLIFE
1,2012,5,ADOPTION,
1,2012,5,ADOPTION,3RD PARTY
6,2012,5,ADOPTION,EVENT
25,2012,5,ADOPTION,FOSTER
14,2012,5,ADOPTION,FRIEND
10,2012,5,ADOPTION,INTERNET
3,2012,5,ADOPTION,NEWSLETTER
12,2012,5,ADOPTION,PROMO
12,2012,5,ADOPTION,PRV ADOPT
2,2012,5,ADOPTION,PS HURST
4,2012,5,ADOPTION,REFERRAL
2,2012,5,ADOPTION,TV WHAS
52,2012,5,ADOPTION,WALK IN
5,2012,5,ADOPTION,WEB METRO
24,2012,5,ADOPTION,WEB PF
1,2012,5,ADOPTION,WEB PH
3,2012,5,DIED,
1,2012,5,DIED,ENROUTE
10,2012,5,DIED,IN FOSTER
1,2012,5,DIED,IN KENNEL
5,2012,5,DISPOSAL,
8,2012,5,DISPOSAL,DEAD ARRIV
1,2012,5,EUTH,BEHAV HIST
62,2012,5,EUTH,BEHAV OBSV
105,2012,5,EUTH,CONTAG DIS
69,2012,5,EUTH,MEDICAL
61,2012,5,EUTH,REQUESTED
57,2012,5,EUTH,TIME/SPACE
3,2012,5,EUTH,TOO OLD
16,2012,5,EUTH,TOO YOUNG
7,2012,5,FOSTER,
5,2012,5,FOSTER,BEHAV OBSV
2,2012,5,FOSTER,CONTAG DIS
9,2012,5,FOSTER,MEDICAL
11,2012,5,FOSTER,TIME/SPACE
52,2012,5,FOSTER,TOO YOUNG
5,2012,5,RTF,
77,2012,5,RTO,
16,2012,5,RTO,IN FIELD
10,2012,5,TNR,
1,2012,5,TRANSFER,
66,2012,5,TRANSFER,KHS
96,2012,5,TRANSFER,RESCUE GRP
8,2012,5,TRANSFER,TNR
15,2012,5,TRANSFER,WILDLIFE
3,2012,6,,
1,2012,6,ADOPTION,3RD PARTY
1,2012,6,ADOPTION,BARKSTOWN
7,2012,6,ADOPTION,EVENT
1,2012,6,ADOPTION,EXCHANGE
1,2012,6,ADOPTION,FACEBOOK
3,2012,6,ADOPTION,FOSTER
8,2012,6,ADOPTION,FRIEND
12,2012,6,ADOPTION,INTERNET
12,2012,6,ADOPTION,PROMO
12,2012,6,ADOPTION,PRV ADOPT
6,2012,6,ADOPTION,PS HURST
6,2012,6,ADOPTION,REFERRAL
1,2012,6,ADOPTION,TV METRO
1,2012,6,ADOPTION,TV OTHER
1,2012,6,ADOPTION,TV WHAS
64,2012,6,ADOPTION,WALK IN
2,2012,6,ADOPTION,WEB METRO
28,2012,6,ADOPTION,WEB PF
1,2012,6,ADOPTION,WEB PH
1,2012,6,DIED,ENROUTE
19,2012,6,DIED,IN FOSTER
8,2012,6,DIED,IN KENNEL
9,2012,6,DISPOSAL,
6,2012,6,DISPOSAL,DEAD ARRIV
2,2012,6,EUTH,
1,2012,6,EUTH,BEHAV HIST
31,2012,6,EUTH,BEHAV OBSV
173,2012,6,EUTH,CONTAG DIS
104,2012,6,EUTH,MEDICAL
56,2012,6,EUTH,REQUESTED
78,2012,6,EUTH,TIME/SPACE
2,2012,6,EUTH,TOO OLD
1,2012,6,EUTH,TOO YOUNG
10,2012,6,FOSTER,
9,2012,6,FOSTER,MEDICAL
3,2012,6,FOSTER,PREGNANT
1,2012,6,FOSTER,RESCUE GRP
4,2012,6,FOSTER,TIME/SPACE
93,2012,6,FOSTER,TOO YOUNG
8,2012,6,RTF,
54,2012,6,RTO,
8,2012,6,RTO,IN FIELD
38,2012,6,TNR,
2,2012,6,TRANSFER,
96,2012,6,TRANSFER,KHS
103,2012,6,TRANSFER,RESCUE GRP
2,2012,6,TRANSFER,WILDLIFE
1,2012,7,ADOPTION,
1,2012,7,ADOPTION,3RD PARTY
1,2012,7,ADOPTION,EVENT
1,2012,7,ADOPTION,FACEBOOK
8,2012,7,ADOPTION,FOSTER
14,2012,7,ADOPTION,FRIEND
10,2012,7,ADOPTION,INTERNET
11,2012,7,ADOPTION,PROMO
10,2012,7,ADOPTION,PRV ADOPT
10,2012,7,ADOPTION,PS HURST
7,2012,7,ADOPTION,REFERRAL
1,2012,7,ADOPTION,TV WHAS
62,2012,7,ADOPTION,WALK IN
1,2012,7,ADOPTION,WEB METRO
14,2012,7,ADOPTION,WEB PF
1,2012,7,DIED,ENROUTE
8,2012,7,DIED,IN FOSTER
4,2012,7,DIED,IN KENNEL
1,2012,7,DIED,IN SURGERY
5,2012,7,DISPOSAL,
7,2012,7,DISPOSAL,DEAD ARRIV
11,2012,7,EUTH,
1,2012,7,EUTH,BEHAV HIST
13,2012,7,EUTH,BEHAV OBSV
153,2012,7,EUTH,CONTAG DIS
73,2012,7,EUTH,MEDICAL
61,2012,7,EUTH,REQUESTED
82,2012,7,EUTH,TIME/SPACE
1,2012,7,EUTH,TOO OLD
6,2012,7,EUTH,TOO YOUNG
26,2012,7,FOSTER,
1,2012,7,FOSTER,BEHAV OBSV
3,2012,7,FOSTER,MEDICAL
1,2012,7,FOSTER,PREGNANT
12,2012,7,FOSTER,TIME/SPACE
1,2012,7,FOSTER,TOO OLD
48,2012,7,FOSTER,TOO YOUNG
1,2012,7,MISSING EX,
8,2012,7,RTF,
54,2012,7,RTO,
15,2012,7,RTO,IN FIELD
39,2012,7,TNR,
18,2012,7,TRANSFER,
94,2012,7,TRANSFER,KHS
1,2012,7,TRANSFER,RES WAGGIN
70,2012,7,TRANSFER,RESCUE GRP
7,2012,7,TRANSFER,WILDLIFE
4,2012,8,,
7,2012,8,ADOPTION,
1,2012,8,ADOPTION,3RD PARTY
3,2012,8,ADOPTION,EVENT
4,2012,8,ADOPTION,EXCHANGE
1,2012,8,ADOPTION,FACEBOOK
8,2012,8,ADOPTION,FOSTER
7,2012,8,ADOPTION,FRIEND
15,2012,8,ADOPTION,INTERNET
4,2012,8,ADOPTION,PROMO
9,2012,8,ADOPTION,PRV ADOPT
8,2012,8,ADOPTION,PS HURST
7,2012,8,ADOPTION,PS OUTER
15,2012,8,ADOPTION,REFERRAL
1,2012,8,ADOPTION,TV WHAS
77,2012,8,ADOPTION,WALK IN
18,2012,8,ADOPTION,WEB PF
2,2012,8,DIED,
8,2012,8,DIED,IN FOSTER
2,2012,8,DIED,IN KENNEL
4,2012,8,DISPOSAL,
13,2012,8,DISPOSAL,DEAD ARRIV
3,2012,8,EUTH,BEHAV HIST
31,2012,8,EUTH,BEHAV OBSV
105,2012,8,EUTH,CONTAG DIS
55,2012,8,EUTH,MEDICAL
43,2012,8,EUTH,REQUESTED
89,2012,8,EUTH,TIME/SPACE
7,2012,8,EUTH,TOO OLD
22,2012,8,FOSTER,
3,2012,8,FOSTER,BEHAV OBSV
5,2012,8,FOSTER,MEDICAL
1,2012,8,FOSTER,PREGNANT
1,2012,8,FOSTER,RESCUE GRP
9,2012,8,FOSTER,TIME/SPACE
1,2012,8,FOSTER,TOO OLD
32,2012,8,FOSTER,TOO YOUNG
1,2012,8,MISSING EX,
13,2012,8,RTF,
58,2012,8,RTO,
20,2012,8,RTO,IN FIELD
40,2012,8,TNR,
31,2012,8,TRANSFER,
83,2012,8,TRANSFER,KHS
91,2012,8,TRANSFER,RESCUE GRP
1,2012,8,TRANSFER,WILDLIFE
2,2012,9,ADOPTION,3RD PARTY
2,2012,9,ADOPTION,EVENT
2,2012,9,ADOPTION,EXCHANGE
2,2012,9,ADOPTION,FACEBOOK
2,2012,9,ADOPTION,FOSTER
10,2012,9,ADOPTION,FRIEND
8,2012,9,ADOPTION,INTERNET
1,2012,9,ADOPTION,NEWSLETTER
2,2012,9,ADOPTION,PROMO
7,2012,9,ADOPTION,PRV ADOPT
11,2012,9,ADOPTION,PS HURST
14,2012,9,ADOPTION,PS OUTER
7,2012,9,ADOPTION,REFERRAL
1,2012,9,ADOPTION,TV METRO
1,2012,9,ADOPTION,TV WHAS
79,2012,9,ADOPTION,WALK IN
1,2012,9,ADOPTION,WEB METRO
15,2012,9,ADOPTION,WEB PF
2,2012,9,DIED,ENROUTE
3,2012,9,DIED,IN FOSTER
3,2012,9,DIED,IN KENNEL
7,2012,9,DISPOSAL,
7,2012,9,DISPOSAL,DEAD ARRIV
1,2012,9,EUTH,BEHAV HIST
36,2012,9,EUTH,BEHAV OBSV
110,2012,9,EUTH,CONTAG DIS
68,2012,9,EUTH,MEDICAL
48,2012,9,EUTH,REQUESTED
82,2012,9,EUTH,TIME/SPACE
3,2012,9,EUTH,TOO OLD
5,2012,9,EUTH,TOO YOUNG
43,2012,9,FOSTER,
2,2012,9,FOSTER,BEHAV OBSV
4,2012,9,FOSTER,MEDICAL
1,2012,9,FOSTER,RESCUE GRP
16,2012,9,FOSTER,TIME/SPACE
31,2012,9,FOSTER,TOO YOUNG
17,2012,9,RTF,
57,2012,9,RTO,
22,2012,9,RTO,IN FIELD
42,2012,9,TNR,
5,2012,9,TRANSFER,
96,2012,9,TRANSFER,KHS
50,2012,9,TRANSFER,RESCUE GRP
5,2012,9,TRANSFER,WILDLIFE
6,2012,10,ADOPTION,
2,2012,10,ADOPTION,3RD PARTY
1,2012,10,ADOPTION,EVENT
2,2012,10,ADOPTION,EXCHANGE
15,2012,10,ADOPTION,FOSTER
16,2012,10,ADOPTION,FRIEND
16,2012,10,ADOPTION,INTERNET
13,2012,10,ADOPTION,PROMO
5,2012,10,ADOPTION,PRV ADOPT
2,2012,10,ADOPTION,PS HURST
14,2012,10,ADOPTION,PS OUTER
3,2012,10,ADOPTION,REFERRAL
1,2012,10,ADOPTION,TV OTHER
79,2012,10,ADOPTION,WALK IN
24,2012,10,ADOPTION,WEB PF
1,2012,10,DIED,AT VET
1,2012,10,DIED,ENROUTE
7,2012,10,DIED,IN FOSTER
2,2012,10,DIED,IN KENNEL
5,2012,10,DISPOSAL,
17,2012,10,DISPOSAL,DEAD ARRIV
14,2012,10,EUTH,
23,2012,10,EUTH,BEHAV OBSV
93,2012,10,EUTH,CONTAG DIS
64,2012,10,EUTH,MEDICAL
38,2012,10,EUTH,REQUESTED
53,2012,10,EUTH,TIME/SPACE
2,2012,10,EUTH,TOO OLD
28,2012,10,FOSTER,
3,2012,10,FOSTER,BEHAV OBSV
3,2012,10,FOSTER,BREED
4,2012,10,FOSTER,CONTAG DIS
5,2012,10,FOSTER,MEDICAL
3,2012,10,FOSTER,RESCUE GRP
12,2012,10,FOSTER,TIME/SPACE
28,2012,10,FOSTER,TOO YOUNG
1,2012,10,MISSING EX,
1,2012,10,MISSING EX,ENROUTE
15,2012,10,RTF,
65,2012,10,RTO,
11,2012,10,RTO,IN FIELD
69,2012,10,TNR,
10,2012,10,TRANSFER,
5,2012,10,TRANSFER,AN CONTROL
99,2012,10,TRANSFER,KHS
60,2012,10,TRANSFER,RESCUE GRP
2,2012,11,,
1,2012,11,ADOPTION,
3,2012,11,ADOPTION,3RD PARTY
8,2012,11,ADOPTION,EVENT
1,2012,11,ADOPTION,EXCHANGE
5,2012,11,ADOPTION,FOSTER
18,2012,11,ADOPTION,FRIEND
17,2012,11,ADOPTION,INTERNET
3,2012,11,ADOPTION,PROMO
2,2012,11,ADOPTION,PRV ADOPT
11,2012,11,ADOPTION,PS OUTER
6,2012,11,ADOPTION,REFERRAL
2,2012,11,ADOPTION,TV METRO
1,2012,11,ADOPTION,TV WHAS
64,2012,11,ADOPTION,WALK IN
16,2012,11,ADOPTION,WEB PF
1,2012,11,DIED,AT VET
7,2012,11,DIED,IN FOSTER
1,2012,11,DIED,IN KENNEL
7,2012,11,DISPOSAL,
13,2012,11,DISPOSAL,DEAD ARRIV
1,2012,11,EUTH,
1,2012,11,EUTH,BEHAV HIST
24,2012,11,EUTH,BEHAV OBSV
57,2012,11,EUTH,CONTAG DIS
31,2012,11,EUTH,MEDICAL
46,2012,11,EUTH,REQUESTED
39,2012,11,EUTH,TIME/SPACE
2,2012,11,EUTH,TOO OLD
36,2012,11,FOSTER,
1,2012,11,FOSTER,BEHAV OBSV
8,2012,11,FOSTER,MEDICAL
11,2012,11,FOSTER,TIME/SPACE
16,2012,11,FOSTER,TOO YOUNG
1,2012,11,MISSING EX,
1,2012,11,MISSING EX,ENROUTE
13,2012,11,RTF,
61,2012,11,RTO,
22,2012,11,RTO,IN FIELD
50,2012,11,TNR,
25,2012,11,TRANSFER,
79,2012,11,TRANSFER,KHS
46,2012,11,TRANSFER,RESCUE GRP
5,2012,12,ADOPTION,
4,2012,12,ADOPTION,3RD PARTY
3,2012,12,ADOPTION,EVENT
2,2012,12,ADOPTION,FOSTER
17,2012,12,ADOPTION,FRIEND
22,2012,12,ADOPTION,INTERNET
5,2012,12,ADOPTION,PROMO
3,2012,12,ADOPTION,PRV ADOPT
2,2012,12,ADOPTION,PS HURST
12,2012,12,ADOPTION,PS OUTER
5,2012,12,ADOPTION,REFERRAL
1,2012,12,ADOPTION,TV OTHER
1,2012,12,ADOPTION,TV WLKY
77,2012,12,ADOPTION,WALK IN
7,2012,12,ADOPTION,WEB PF
1,2012,12,DIED,IN FOSTER
13,2012,12,DISPOSAL,
10,2012,12,DISPOSAL,DEAD ARRIV
1,2012,12,EUTH,
32,2012,12,EUTH,BEHAV OBSV
36,2012,12,EUTH,CONTAG DIS
44,2012,12,EUTH,MEDICAL
42,2012,12,EUTH,REQUESTED
43,2012,12,EUTH,TIME/SPACE
2,2012,12,EUTH,TOO OLD
21,2012,12,FOSTER,
3,2012,12,FOSTER,BEHAV OBSV
5,2012,12,FOSTER,CONTAG DIS
20,2012,12,FOSTER,MEDICAL
6,2012,12,FOSTER,TIME/SPACE
3,2012,12,FOSTER,TOO YOUNG
1,2012,12,MISSING EX,IN KENNEL
4,2012,12,RTF,
52,2012,12,RTO,
19,2012,12,RTO,IN FIELD
26,2012,12,TNR,
6,2012,12,TRANSFER,
96,2012,12,TRANSFER,KHS
58,2012,12,TRANSFER,RESCUE GRP
1,2012,12,TRANSFER,WILDLIFE
1,2013,1,ADOPTION,
3,2013,1,ADOPTION,3RD PARTY
2,2013,1,ADOPTION,EVENT
1,2013,1,ADOPTION,EXCHANGE
2,2013,1,ADOPTION,FACEBOOK
1,2013,1,ADOPTION,FOSTER
15,2013,1,ADOPTION,FRIEND
35,2013,1,ADOPTION,INTERNET
1,2013,1,ADOPTION,PROMO
3,2013,1,ADOPTION,PRV ADOPT
3,2013,1,ADOPTION,PS HURST
17,2013,1,ADOPTION,PS OUTER
2,2013,1,ADOPTION,REFERRAL
1,2013,1,ADOPTION,TV METRO
64,2013,1,ADOPTION,WALK IN
1,2013,1,ADOPTION,WEB METRO
7,2013,1,ADOPTION,WEB PF
1,2013,1,ADOPTION,WEB PH
2,2013,1,DIED,IN FOSTER
1,2013,1,DIED,IN KENNEL
3,2013,1,DISPOSAL,
19,2013,1,DISPOSAL,DEAD ARRIV
27,2013,1,EUTH,BEHAV OBSV
32,2013,1,EUTH,CONTAG DIS
42,2013,1,EUTH,MEDICAL
33,2013,1,EUTH,REQUESTED
43,2013,1,EUTH,TIME/SPACE
18,2013,1,FOSTER,
2,2013,1,FOSTER,BEHAV OBSV
3,2013,1,FOSTER,CONTAG DIS
7,2013,1,FOSTER,MEDICAL
1,2013,1,FOSTER,RESCUE GRP
4,2013,1,FOSTER,TIME/SPACE
10,2013,1,FOSTER,TOO YOUNG
1,2013,1,MISSING EX,
5,2013,1,RTF,
64,2013,1,RTO,
11,2013,1,RTO,IN FIELD
33,2013,1,TNR,
1,2013,1,TRANSFER,
132,2013,1,TRANSFER,KHS
80,2013,1,TRANSFER,RESCUE GRP
2,2013,2,ADOPTION,
4,2013,2,ADOPTION,3RD PARTY
2,2013,2,ADOPTION,FACEBOOK
6,2013,2,ADOPTION,FOSTER
10,2013,2,ADOPTION,FRIEND
23,2013,2,ADOPTION,INTERNET
1,2013,2,ADOPTION,NEWSLETTER
3,2013,2,ADOPTION,PRV ADOPT
11,2013,2,ADOPTION,PS HURST
7,2013,2,ADOPTION,PS OUTER
3,2013,2,ADOPTION,REFERRAL
1,2013,2,ADOPTION,TV WLKY
74,2013,2,ADOPTION,WALK IN
14,2013,2,ADOPTION,WEB PF
1,2013,2,DIED,IN FOSTER
2,2013,2,DIED,IN KENNEL
1,2013,2,DISPOSAL,
12,2013,2,DISPOSAL,DEAD ARRIV
15,2013,2,EUTH,BEHAV OBSV
17,2013,2,EUTH,CONTAG DIS
30,2013,2,EUTH,MEDICAL
37,2013,2,EUTH,REQUESTED
37,2013,2,EUTH,TIME/SPACE
4,2013,2,EUTH,TOO OLD
4,2013,2,FOSTER,
3,2013,2,FOSTER,CONTAG DIS
8,2013,2,FOSTER,MEDICAL
3,2013,2,FOSTER,PREGNANT
2,2013,2,FOSTER,RESCUE GRP
3,2013,2,FOSTER,TIME/SPACE
1,2013,2,FOSTER,TOO OLD
16,2013,2,FOSTER,TOO YOUNG
11,2013,2,RTF,
64,2013,2,RTO,
17,2013,2,RTO,IN FIELD
57,2013,2,TNR,
101,2013,2,TRANSFER,KHS
94,2013,2,TRANSFER,RESCUE GRP
18,2013,2,TRANSPORT,RESCUE GRP
1,2013,3,ADOPTION,
1,2013,3,ADOPTION,3RD PARTY
2,2013,3,ADOPTION,EXCHANGE
3,2013,3,ADOPTION,FACEBOOK
4,2013,3,ADOPTION,FOSTER
11,2013,3,ADOPTION,FRIEND
32,2013,3,ADOPTION,INTERNET
2,2013,3,ADOPTION,NEWSLETTER
3,2013,3,ADOPTION,PRV ADOPT
2,2013,3,ADOPTION,PS HURST
9,2013,3,ADOPTION,PS OUTER
5,2013,3,ADOPTION,REFERRAL
1,2013,3,ADOPTION,TV WHAS
52,2013,3,ADOPTION,WALK IN
12,2013,3,ADOPTION,WEB PF
2,2013,3,DIED,IN FOSTER
7,2013,3,DISPOSAL,
25,2013,3,DISPOSAL,DEAD ARRIV
1,2013,3,EUTH,
37,2013,3,EUTH,BEHAV OBSV
9,2013,3,EUTH,CONTAG DIS
33,2013,3,EUTH,MEDICAL
57,2013,3,EUTH,REQUESTED
33,2013,3,EUTH,TIME/SPACE
2,2013,3,EUTH,TOO OLD
8,2013,3,FOSTER,
1,2013,3,FOSTER,BEHAV OBSV
6,2013,3,FOSTER,MEDICAL
3,2013,3,FOSTER,RESCUE GRP
3,2013,3,FOSTER,TIME/SPACE
7,2013,3,FOSTER,TOO YOUNG
1,2013,3,MISSING EX,IN KENNEL
11,2013,3,RTF,
60,2013,3,RTO,
17,2013,3,RTO,IN FIELD
26,2013,3,TNR,
10,2013,3,TRANSFER,
94,2013,3,TRANSFER,KHS
86,2013,3,TRANSFER,RESCUE GRP
1,2013,3,TRANSFER,TNR
10,2013,3,TRANSPORT,RESCUE GRP
2,2013,4,ADOPTION,
6,2013,4,ADOPTION,EVENT
1,2013,4,ADOPTION,EXCHANGE
12,2013,4,ADOPTION,FOSTER
15,2013,4,ADOPTION,FRIEND
37,2013,4,ADOPTION,INTERNET
2,2013,4,ADOPTION,PROMO
5,2013,4,ADOPTION,PRV ADOPT
3,2013,4,ADOPTION,PS HURST
5,2013,4,ADOPTION,PS OUTER
4,2013,4,ADOPTION,REFERRAL
2,2013,4,ADOPTION,TV OTHER
4,2013,4,ADOPTION,TV WHAS
57,2013,4,ADOPTION,WALK IN
14,2013,4,ADOPTION,WEB PF
4,2013,4,DIED,IN FOSTER
3,2013,4,DIED,IN KENNEL
1,2013,4,DISPOSAL,
9,2013,4,DISPOSAL,DEAD ARRIV
18,2013,4,EUTH,BEHAV OBSV
9,2013,4,EUTH,CONTAG DIS
33,2013,4,EUTH,MEDICAL
49,2013,4,EUTH,REQUESTED
20,2013,4,EUTH,TIME/SPACE
1,2013,4,EUTH,TOO OLD
1,2013,4,EUTH,TOO YOUNG
35,2013,4,FOSTER,
1,2013,4,FOSTER,BEHAV OBSV
1,2013,4,FOSTER,CONTAG DIS
4,2013,4,FOSTER,MEDICAL
1,2013,4,FOSTER,PREGNANT
6,2013,4,FOSTER,RESCUE GRP
3,2013,4,FOSTER,TIME/SPACE
58,2013,4,FOSTER,TOO YOUNG
1,2013,4,MISSING EX,
1,2013,4,RELEASE,WILDLIFE
3,2013,4,RTF,
82,2013,4,RTO,
20,2013,4,RTO,IN FIELD
61,2013,4,TNR,
1,2013,4,TRANSFER,
1,2013,4,TRANSFER,AN CONTROL
85,2013,4,TRANSFER,KHS
69,2013,4,TRANSFER,RESCUE GRP
37,2013,4,TRANSPORT,RESCUE GRP
1,2013,5,,
2,2013,5,ADOPTION,
1,2013,5,ADOPTION,EVENT
8,2013,5,ADOPTION,FOSTER
11,2013,5,ADOPTION,FRIEND
38,2013,5,ADOPTION,INTERNET
4,2013,5,ADOPTION,PRV ADOPT
1,2013,5,ADOPTION,PS HURST
4,2013,5,ADOPTION,PS OUTER
1,2013,5,ADOPTION,RADIO OTHR
3,2013,5,ADOPTION,REFERRAL
1,2013,5,ADOPTION,TV METRO
1,2013,5,ADOPTION,TV OTHER
56,2013,5,ADOPTION,WALK IN
13,2013,5,ADOPTION,WEB PF
1,2013,5,DIED,
1,2013,5,DIED,AT VET
1,2013,5,DIED,ENROUTE
15,2013,5,DIED,IN FOSTER
1,2013,5,DIED,IN KENNEL
38,2013,5,DISPOSAL,DEAD ARRIV
5,2013,5,EUTH,
28,2013,5,EUTH,BEHAV OBSV
35,2013,5,EUTH,CONTAG DIS
74,2013,5,EUTH,MEDICAL
57,2013,5,EUTH,REQUESTED
33,2013,5,EUTH,TIME/SPACE
1,2013,5,EUTH,TOO OLD
13,2013,5,EUTH,TOO YOUNG
11,2013,5,FOSTER,
3,2013,5,FOSTER,BEHAV OBSV
1,2013,5,FOSTER,CONTAG DIS
25,2013,5,FOSTER,MEDICAL
6,2013,5,FOSTER,RESCUE GRP
7,2013,5,FOSTER,TIME/SPACE
76,2013,5,FOSTER,TOO YOUNG
1,2013,5,RELEASE,WILDLIFE
6,2013,5,RTF,
58,2013,5,RTO,
33,2013,5,RTO,IN FIELD
45,2013,5,TNR,
4,2013,5,TRANSFER,
77,2013,5,TRANSFER,KHS
120,2013,5,TRANSFER,RESCUE GRP
1,2013,5,TRANSFER,WILDLIFE
12,2013,5,TRANSPORT,RESCUE GRP
1,2013,6,,
3,2013,6,ADOPTION,EVENT
1,2013,6,ADOPTION,FACEBOOK
8,2013,6,ADOPTION,FOSTER
19,2013,6,ADOPTION,FRIEND
23,2013,6,ADOPTION,INTERNET
2,2013,6,ADOPTION,PROMO
3,2013,6,ADOPTION,PRV ADOPT
2,2013,6,ADOPTION,PS HURST
9,2013,6,ADOPTION,PS OUTER
1,2013,6,ADOPTION,RADIO OTHR
3,2013,6,ADOPTION,REFERRAL
4,2013,6,ADOPTION,TV WHAS
48,2013,6,ADOPTION,WALK IN
18,2013,6,ADOPTION,WEB PF
1,2013,6,ADOPTION,WEB PH
4,2013,6,DIED,
2,2013,6,DIED,ENROUTE
9,2013,6,DIED,IN FOSTER
5,2013,6,DIED,IN KENNEL
2,2013,6,DISPOSAL,
21,2013,6,DISPOSAL,DEAD ARRIV
1,2013,6,EUTH,
1,2013,6,EUTH,BEHAV HIST
17,2013,6,EUTH,BEHAV OBSV
96,2013,6,EUTH,CONTAG DIS
78,2013,6,EUTH,MEDICAL
65,2013,6,EUTH,REQUESTED
64,2013,6,EUTH,TIME/SPACE
1,2013,6,EUTH,TOO OLD
14,2013,6,EUTH,TOO YOUNG
6,2013,6,FOSTER,
1,2013,6,FOSTER,BEHAV OBSV
5,2013,6,FOSTER,MEDICAL
4,2013,6,FOSTER,RESCUE GRP
16,2013,6,FOSTER,TIME/SPACE
47,2013,6,FOSTER,TOO YOUNG
4,2013,6,RTF,
69,2013,6,RTO,
15,2013,6,RTO,IN FIELD
82,2013,6,TNR,
4,2013,6,TRANSFER,
55,2013,6,TRANSFER,KHS
142,2013,6,TRANSFER,RESCUE GRP
15,2013,6,TRANSPORT,RESCUE GRP
7,2013,7,ADOPTION,
1,2013,7,ADOPTION,EVENT
2,2013,7,ADOPTION,FACEBOOK
9,2013,7,ADOPTION,FOSTER
23,2013,7,ADOPTION,FRIEND
22,2013,7,ADOPTION,INTERNET
4,2013,7,ADOPTION,PROMO
10,2013,7,ADOPTION,PRV ADOPT
1,2013,7,ADOPTION,PS HURST
12,2013,7,ADOPTION,PS OUTER
1,2013,7,ADOPTION,RADIO MAX
7,2013,7,ADOPTION,REFERRAL
3,2013,7,ADOPTION,TV WHAS
